City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Arawa,PG,-6.2132,155.5367,77.07,91,99,3.36,light rain
699,Mezen,RU,65.8522,44.24,52.0,58,74,7.92,broken clouds
700,Posse,BR,-14.0931,-46.3694,86.49,24,34,5.97,scattered clouds
701,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,76.05,21,24,4.29,few clouds
702,Nacozari,MX,25.3366,-108.2574,86.11,55,83,12.12,broken clouds
703,Whyalla,AU,-33.0333,137.5833,55.29,41,87,5.75,overcast clouds
704,Calama,CL,-22.4667,-68.9333,64.89,10,0,12.66,clear sky
705,Rapid Valley,US,44.0625,-103.1463,72.77,45,1,3.0,clear sky
706,Lashio,MM,22.9333,97.75,68.63,97,89,0.74,overcast clouds
707,Clifton,US,40.8584,-74.1638,61.88,75,90,5.01,overcast clouds
708,Kattivakkam,IN,13.2167,80.3167,87.08,84,73,11.36,broken clouds
709,Miles City,US,46.4083,-105.8406,68.97,42,1,10.36,clear sky
710,Benjamin Constant,BR,-4.3831,-70.0311,84.33,83,75,3.15,broken clouds
711,Kenora,CA,49.8167,-94.4337,55.38,43,5,4.03,clear sky
712,Port Macquarie,AU,-31.4333,152.9167,49.37,90,7,4.9,clear sky
713,Klyuchi,RU,52.2667,79.1667,71.58,45,25,11.9,scattered clouds
714,Abha,SA,18.2164,42.5053,80.85,10,0,14.45,clear sky
715,Marzuq,YE,14.4,46.4667,88.03,18,52,3.18,broken clouds
716,Oga,IT,46.4631,10.347,61.34,51,5,4.59,clear sky
717,Sembe,CG,1.6481,14.5806,83.07,71,99,1.16,overcast clouds
718,Guarapari,BR,-20.6667,-40.4975,85.91,67,96,10.25,moderate rain
719,Suez,EG,29.9737,32.5263,86.47,40,0,23.24,clear sky
720,Coari,BR,-4.085,-63.1414,91.11,48,63,3.56,broken clouds
721,Xingyi,CN,24.1877,102.817,63.75,89,7,3.78,clear sky
722,Mackenzie,CA,55.2999,-123.1698,54.46,76,100,3.67,overcast clouds
723,Tulum,MX,20.2167,-87.4667,89.65,59,9,8.25,clear sky
724,Genhe,CN,50.7833,121.5167,50.9,94,100,13.24,moderate rain
725,Aswan,EG,24.0934,32.907,107.6,7,22,11.61,few clouds
726,Tommot,RU,58.9564,126.2925,48.02,91,62,3.31,broken clouds
727,Dhidhdhoo,MV,6.8833,73.1,83.32,75,100,19.77,overcast clouds
728,Ketchikan,US,55.3422,-131.6461,57.18,97,100,4.88,light rain
